internship_id,job_title,job_type,company_name,sector,description,required_skills,preferred_education,eligible_branches,cities,states,location_type,stipend,start_date,duration_months,number_of_openings,last_date_to_apply,work_mode,minimum_qualification,experience_required
SIH2026-0186,Software Development Intern,Internship,Nayi Disha Technologies Udaipur,Software Development,"Synthetic 2-month software development intern opportunity supporting software development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Udaipur.","[""Python"", ""JavaScript"", ""React""]",B.Tech / BCA / MCA,"[""Computer Science"", ""Information Technology"", ""Software Engineering""]",Udaipur,Rajasthan,Hybrid,20750,2027-04-14,2,19,2027-03-14,Hybrid,Graduate,No prior experience required
SIH2026-0187,Data Analyst,Internship,JanMitra Networks Cuttack,Data Science,"Synthetic 3-month data analyst opportunity supporting data science projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Cuttack.","[""Python"", ""SQL"", ""MS Excel""]",B.Sc. / BCA / B.Tech / MBA,"[""Data Science"", ""Computer Science"", ""Statistics"", ""Mathematics"", ""Commerce""]",Cuttack,Odisha,On-site,21500,2027-04-17,3,20,2027-03-16,In-office,Graduate,No prior experience required
SIH2026-0188,Machine Learning Intern,Internship,Aarambh Industries Raipur,AI/ML,"Synthetic 3-month machine learning intern opportunity supporting ai/ml projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Raipur.","[""Python"", ""Machine Learning"", ""Data Analysis""]",B.Tech / M.Tech / M.Sc.,"[""Computer Science"", ""Data Science"", ""Artificial Intelligence"", ""Electronics""]",Raipur,Chhattisgarh,Remote,22250,2027-04-20,3,21,2027-03-18,Remote,Graduate,No prior experience required
SIH2026-0189,Cybersecurity Intern,Internship,Vikas Initiatives Imphal,Cybersecurity,"Synthetic 4-month cybersecurity intern opportunity supporting cybersecurity projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Imphal.","[""Cybersecurity"", ""Networking"", ""Linux"", ""Python""]",B.Tech / BCA / B.Sc. IT,"[""Computer Science"", ""Information Technology"", ""Cybersecurity"", ""Electronics""]",Imphal,Manipur,On-site,23000,2027-04-23,4,22,2027-03-20,In-office,Graduate,No prior experience required
SIH2026-0190,PCB Design Intern,Internship,BharatSetu Projects Vijayawada,Electronics,"Synthetic 6-month pcb design intern opportunity supporting electronics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Vijayawada.","[""Embedded C"", ""Microcontrollers"", ""PCB Design""]",Diploma / B.Tech,"[""Electronics"", ""Electrical Engineering"", ""Instrumentation""]",Vijayawada,Andhra Pradesh,On-site,23750,2027-04-26,6,23,2027-03-22,In-office,Diploma,No prior experience required
SIH2026-0191,Manufacturing Operations Intern,Internship,Pragati Services Pune,Manufacturing,"Synthetic 2-month manufacturing operations intern opportunity supporting manufacturing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Pune.","[""MS Excel"", ""Quality Control"", ""Lean Manufacturing""]",Diploma / B.Tech / BBA,"[""Mechanical Engineering"", ""Industrial Engineering"", ""Production Engineering"", ""Business Administration""]",Pune,Maharashtra,Hybrid,24500,2027-04-29,2,24,2027-03-24,Hybrid,Diploma,No prior experience required
SIH2026-0192,Automobile Service Intern,Internship,Navbharat Enterprises Noida,Automobile,"Synthetic 3-month automobile service intern opportunity supporting automobile projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Noida.","[""Automobile Engineering"", ""Diagnostics"", ""Testing""]",Diploma / B.Tech,"[""Automobile Engineering"", ""Mechanical Engineering"", ""Electrical Engineering""]",Noida,Uttar Pradesh,On-site,25250,2027-05-02,3,25,2027-03-26,In-office,Diploma,No prior experience required
SIH2026-0193,Financial Analysis Intern,Internship,Sampurna Solutions Gandhinagar,Finance,"Synthetic 3-month financial analysis intern opportunity supporting finance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Gandhinagar.","[""MS Excel"", ""Financial Analysis"", ""Accounting"", ""Tally""]",B.Com / BBA / MBA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Gandhinagar,Gujarat,On-site,6000,2027-05-05,3,2,2027-03-28,In-office,Graduate,0-1 years preferred
SIH2026-0194,Banking Services Intern,Internship,Udaan Technologies Ranchi,Banking,"Synthetic 4-month banking services intern opportunity supporting banking projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Ranchi.","[""MS Excel"", ""Customer Service"", ""KYC""]",B.Com / BBA / BA,"[""Commerce"", ""Finance"", ""Business Administration"", ""Economics""]",Ranchi,Jharkhand,On-site,6750,2027-05-08,4,3,2027-03-30,In-office,Graduate,No prior experience required
SIH2026-0195,Healthcare Operations Intern,Internship,Saksham Networks Thiruvananthapuram,Healthcare,"Synthetic 6-month healthcare operations intern opportunity supporting healthcare projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Thiruvananthapuram.","[""Communication"", ""MS Excel"", ""Documentation""]",B.Sc. / BPH / BBA,"[""Healthcare Management"", ""Public Health"", ""Nursing"", ""Life Sciences"", ""Business Administration""]",Thiruvananthapuram,Kerala,On-site,7500,2027-05-11,6,4,2027-04-01,In-office,Graduate,No prior experience required
SIH2026-0196,Farm Data Intern,Internship,Nayi Disha Industries Dehradun,Agriculture,"Synthetic 2-month farm data intern opportunity supporting agriculture projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Dehradun.","[""Agriculture"", ""Field Survey"", ""MS Excel""]",Diploma / B.Sc. / B.Tech,"[""Agriculture"", ""Horticulture"", ""Food Technology"", ""Rural Development""]",Dehradun,Uttarakhand,Hybrid,8250,2027-05-14,2,5,2027-04-03,Hybrid,Diploma,No prior experience required
SIH2026-0197,Renewable Energy Intern,Internship,JanMitra Initiatives Bengaluru,Renewable Energy,"Synthetic 3-month renewable energy intern opportunity supporting renewable energy projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Bengaluru.","[""Solar Energy"", ""MS Excel"", ""AutoCAD"", ""Data Analysis""]",Diploma / B.Tech,"[""Electrical Engineering"", ""Mechanical Engineering"", ""Renewable Energy"", ""Civil Engineering""]",Bengaluru,Karnataka,On-site,11000,2027-05-17,3,6,2027-04-05,In-office,Diploma,No prior experience required
SIH2026-0198,Education Programme Intern,Internship,Aarambh Projects Chennai,Education,"Synthetic 3-month education programme intern opportunity supporting education projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Chennai.","[""Communication"", ""Content Writing"", ""MS Excel""]",BA / B.Sc. / B.Ed. / BBA,"[""Education"", ""Arts"", ""Science"", ""Social Work"", ""Business Administration""]",Chennai,Tamil Nadu,On-site,9750,2027-05-20,3,7,2027-04-07,In-office,Graduate,No prior experience required
SIH2026-0199,Policy Research Intern,Internship,Vikas Services Jaipur,Government,"Synthetic 4-month policy research intern opportunity supporting government projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Jaipur.","[""MS Excel"", ""Communication"", ""Documentation""]",Graduate / Postgraduate,"[""Public Administration"", ""Political Science"", ""Economics"", ""Social Work"", ""Law""]",Jaipur,Rajasthan,On-site,10500,2027-05-23,4,8,2027-04-09,In-office,Graduate,No prior experience required
SIH2026-0200,E-Governance Support Intern,Internship,BharatSetu Enterprises Bhubaneswar,E-Governance,"Synthetic 6-month e-governance support intern opportunity supporting e-governance projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Bhubaneswar.","[""MS Excel"", ""Data Entry"", ""Documentation""]",Diploma / Graduate,"[""Computer Science"", ""Information Technology"", ""Public Administration"", ""Business Administration""]",Bhubaneswar,Odisha,On-site,11250,2027-05-26,6,9,2027-04-11,In-office,Diploma,No prior experience required
SIH2026-0201,Tourism Operations Intern,Internship,Pragati Solutions Indore,Tourism,"Synthetic 2-month tourism operations intern opportunity supporting tourism projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Indore.","[""Customer Service"", ""Communication"", ""MS Excel"", ""Tourism Operations""]",Diploma / Graduate,"[""Tourism"", ""Hospitality"", ""Business Administration"", ""Arts""]",Indore,Madhya Pradesh,Hybrid,12000,2027-05-29,2,10,2027-05-08,Hybrid,Diploma,0-1 years preferred
SIH2026-0202,Warehouse Operations Intern,Internship,Navbharat Technologies Agartala,Logistics,"Synthetic 3-month warehouse operations intern opportunity supporting logistics projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Agartala.","[""MS Excel"", ""Inventory Management"", ""Communication""]",Diploma / BBA / B.Tech,"[""Logistics"", ""Supply Chain Management"", ""Business Administration"", ""Industrial Engineering""]",Agartala,Tripura,On-site,12750,2027-06-01,3,11,2027-05-10,In-office,Diploma,No prior experience required
SIH2026-0203,Digital Marketing Intern,Internship,Sampurna Networks Visakhapatnam,Marketing,"Synthetic 3-month digital marketing intern opportunity supporting marketing projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Visakhapatnam.","[""Digital Marketing"", ""Content Writing"", ""Communication""]",Graduate / Diploma,"[""Marketing"", ""Business Administration"", ""Commerce"", ""Arts"", ""Mass Communication""]",Visakhapatnam,Andhra Pradesh,On-site,13500,2027-06-04,3,12,2027-05-12,In-office,Diploma,No prior experience required
SIH2026-0204,Human Resources Intern,Internship,Udaan Industries Warangal,HR,"Synthetic 4-month human resources intern opportunity supporting hr projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Warangal.","[""Communication"", ""MS Excel"", ""Recruitment""]",BBA / BA / MBA,"[""Human Resources"", ""Business Administration"", ""Psychology"", ""Arts"", ""Commerce""]",Warangal,Telangana,On-site,14250,2027-06-07,4,13,2027-05-14,In-office,Graduate,No prior experience required
SIH2026-0205,Community Outreach Intern,Internship,Saksham Initiatives New Delhi,Rural Development,"Synthetic 6-month community outreach intern opportunity supporting rural development projects. The intern will assist the team with supervised assignments, documentation, and practical project work in New Delhi.","[""Field Survey"", ""Communication"", ""Data Collection"", ""MS Excel""]",Diploma / Graduate,"[""Rural Development"", ""Social Work"", ""Agriculture"", ""Economics"", ""Public Administration""]",New Delhi,Delhi,Remote,15000,2027-06-10,6,14,2027-05-16,Remote,Diploma,No prior experience required
SIH2026-0206,Infrastructure Planning Intern,Internship,Nayi Disha Projects Surat,Infrastructure,"Synthetic 2-month infrastructure planning intern opportunity supporting infrastructure projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Surat.","[""AutoCAD"", ""MS Excel"", ""Documentation""]",Diploma / B.Tech,"[""Civil Engineering"", ""Architecture"", ""Urban Planning"", ""Mechanical Engineering""]",Surat,Gujarat,Hybrid,17750,2027-06-13,2,15,2027-05-18,Hybrid,Diploma,No prior experience required
SIH2026-0207,Telecom Network Intern,Internship,JanMitra Services Gaya,Telecommunications,"Synthetic 3-month telecom network intern opportunity supporting telecommunications projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Gaya.","[""Networking"", ""Telecommunications"", ""Fiber Optics""]",Diploma / B.Tech,"[""Electronics"", ""Telecommunications"", ""Electrical Engineering"", ""Information Technology""]",Gaya,Bihar,On-site,18500,2027-06-16,3,16,2027-05-20,In-office,Diploma,No prior experience required
SIH2026-0208,Systems Administration,Internship,Aarambh Enterprises Thiruvananthapuram,IT,"Synthetic 3-month systems administration opportunity supporting it projects. The intern will assist the team with supervised assignments, documentation, and practical project work in Thiruvananthapuram.","[""Linux"", ""Networking"", ""Troubleshooting""]",BCA / B.Sc. IT / B.Tech,"[""Computer Science"", ""Information Technology"", ""Electronics""]",Thiruvananthapuram,Kerala,On-site,19250,2027-06-19,3,17,2027-05-22,In-office,Graduate,No prior experience required
